,author_name,author_rating
0,Александр Солженицын,13.636363636363637
1,Николай Гоголь,13.636363636363637
2,Владимир Набоков,9.090909090909092
3,Иван Тургенев,9.090909090909092
4,Фёдор Достоевский,9.090909090909092
5,Александр Пушкин,9.090909090909092
6,Лев Толстой,9.090909090909092
7,Анна Ахматова,4.545454545454546
8,Борис Пастернак,4.545454545454546
9,Максим Горький,4.545454545454546
10,Михаил Лермонтов,4.545454545454546
11,Михаил Булгаков,4.545454545454546
12,Антон Чехов,4.545454545454546
